number	section	weblate_key	new
822	06-nazwy-miejsc	osm_basket_maker	
823	06-nazwy-miejsc	osm_basketball	
824	06-nazwy-miejsc	osm_bathroom_furnishing	
825	06-nazwy-miejsc	osm_battlefield	
826	06-nazwy-miejsc	osm_bay	
827	06-nazwy-miejsc	osm_bbq	
828	06-nazwy-miejsc	osm_beach	
829	06-nazwy-miejsc	osm_beach_resort	
830	06-nazwy-miejsc	osm_beachvolleyball	
831	06-nazwy-miejsc	osm_beacon	
832	06-nazwy-miejsc	osm_beauty	
833	06-nazwy-miejsc	osm_bed	
834	06-nazwy-miejsc	osm_beekeeper	
835	06-nazwy-miejsc	osm_biergarten	
836	06-nazwy-miejsc	osm_campanile	
837	06-nazwy-miejsc	osm_bench	
838	06-nazwy-miejsc	osm_bookmaker	
839	06-nazwy-miejsc	osm_beverages	
840	06-nazwy-miejsc	osm_bicycle_parking	
841	06-nazwy-miejsc	osm_bicycle_path	
842	06-nazwy-miejsc	osm_bicycle_rental	
843	06-nazwy-miejsc	osm_bicycle_repair_station	
844	06-nazwy-miejsc	osm_bicycle	
845	06-nazwy-miejsc	osm_bike_parking	
846	06-nazwy-miejsc	osm_billiards	
847	06-nazwy-miejsc	osm_bird_hide	
848	06-nazwy-miejsc	osm_blacksmith	
849	06-nazwy-miejsc	osm_block	
850	06-nazwy-miejsc	osm_blood_donation	
851	06-nazwy-miejsc	osm_bmx	
852	06-nazwy-miejsc	osm_boatbuilder	
853	06-nazwy-miejsc	osm_slipway	
854	06-nazwy-miejsc	osm_boat_sharing	
855	06-nazwy-miejsc	osm_boatyard	
856	06-nazwy-miejsc	osm_bobsleigh	
857	06-nazwy-miejsc	osm_bollard	
858	06-nazwy-miejsc	osm_books	
859	06-nazwy-miejsc	osm_book_store	
860	06-nazwy-miejsc	osm_bookbinder	
861	06-nazwy-miejsc	osm_boules	
862	06-nazwy-miejsc	osm_boundary_stone	
863	06-nazwy-miejsc	osm_boutique	
864	06-nazwy-miejsc	osm_bowls	
865	06-nazwy-miejsc	osm_boxing	
866	06-nazwy-miejsc	osm_brewery	
867	06-nazwy-miejsc	osm_brewing_supplies	
868	06-nazwy-miejsc	osm_bridge	
869	06-nazwy-miejsc	osm_brothel	
870	06-nazwy-miejsc	osm_builder	
871	06-nazwy-miejsc	osm_building	
872	06-nazwy-miejsc	osm_building_entrance	
873	06-nazwy-miejsc	osm_bungalow	
874	06-nazwy-miejsc	osm_bunker	
875	06-nazwy-miejsc	osm_bunker_silo	
876	06-nazwy-miejsc	osm_bureau_de_change	
877	06-nazwy-miejsc	osm_bus_guideway	
878	06-nazwy-miejsc	osm_bus_station	
879	06-nazwy-miejsc	osm_bus_stop	
880	06-nazwy-miejsc	osm_bus_stop_named	
881	06-nazwy-miejsc	osm_busway	
882	06-nazwy-miejsc	osm_butcher	
883	06-nazwy-miejsc	osm_cabin	
884	06-nazwy-miejsc	osm_cafe	
885	06-nazwy-miejsc	osm_camp_site	
886	06-nazwy-miejsc	osm_canadian_football	
887	06-nazwy-miejsc	osm_candles	
888	06-nazwy-miejsc	osm_cannon	
889	06-nazwy-miejsc	osm_canoe	
890	06-nazwy-miejsc	osm_car	
891	06-nazwy-miejsc	osm_car_parts	
892	06-nazwy-miejsc	osm_car_rental	
893	06-nazwy-miejsc	osm_car_repair	
894	06-nazwy-miejsc	osm_car_sharing	
895	06-nazwy-miejsc	osm_car_wash	
896	06-nazwy-miejsc	osm_caravan_site	
897	06-nazwy-miejsc	osm_carpenter	
898	06-nazwy-miejsc	osm_carpet_layer	
899	06-nazwy-miejsc	osm_carpet	
900	06-nazwy-miejsc	osm_casino	
901	06-nazwy-miejsc	osm_castle	
902	06-nazwy-miejsc	osm_caterer	
903	06-nazwy-miejsc	osm_cathedral	
904	06-nazwy-miejsc	osm_cattle_grid	
905	06-nazwy-miejsc	osm_cave_entrance	
906	06-nazwy-miejsc	osm_chain	
907	06-nazwy-miejsc	osm_chalet	
908	06-nazwy-miejsc	osm_chapel	
909	06-nazwy-miejsc	osm_charging_station	
910	06-nazwy-miejsc	osm_foundation	
911	06-nazwy-miejsc	osm_charity	
912	06-nazwy-miejsc	osm_checkpoint	
913	06-nazwy-miejsc	osm_cheese	
914	06-nazwy-miejsc	osm_chemist	
915	06-nazwy-miejsc	osm_chess	
916	06-nazwy-miejsc	osm_chimney_sweeper	
917	06-nazwy-miejsc	osm_chocolate	
918	06-nazwy-miejsc	osm_church	
919	06-nazwy-miejsc	osm_cinema	
920	06-nazwy-miejsc	osm_city	
921	06-nazwy-miejsc	osm_city_gate	
922	06-nazwy-miejsc	osm_civic	
923	06-nazwy-miejsc	osm_cliff	
924	06-nazwy-miejsc	osm_cliff_diving	
925	06-nazwy-miejsc	osm_climbing_adventure	
926	06-nazwy-miejsc	osm_climbing	
927	06-nazwy-miejsc	osm_clinic	
928	06-nazwy-miejsc	osm_clock	
929	06-nazwy-miejsc	osm_clockmaker	
930	06-nazwy-miejsc	osm_clothing_store	
931	06-nazwy-miejsc	osm_clothes	
932	06-nazwy-miejsc	osm_cockfighting	
933	06-nazwy-miejsc	osm_coffee	
934	06-nazwy-miejsc	osm_coffee_shop	
935	06-nazwy-miejsc	osm_college	
936	06-nazwy-miejsc	osm_commercial	
937	06-nazwy-miejsc	osm_communications_tower	
938	06-nazwy-miejsc	osm_community_centre	
939	06-nazwy-miejsc	osm_company	
940	06-nazwy-miejsc	osm_computer	
941	06-nazwy-miejsc	osm_confectionery	
942	06-nazwy-miejsc	osm_conference_centre	
943	06-nazwy-miejsc	osm_construction	
944	06-nazwy-miejsc	osm_construction_site	
945	06-nazwy-miejsc	osm_contact_line	
946	06-nazwy-miejsc	osm_convenience	
947	06-nazwy-miejsc	osm_convenience_store	
948	06-nazwy-miejsc	osm_copyshop	
949	06-nazwy-miejsc	osm_cosmetics	
950	06-nazwy-miejsc	osm_courthouse	
951	06-nazwy-miejsc	osm_covered_pavilion	
952	06-nazwy-miejsc	osm_coworking_space	
953	06-nazwy-miejsc	osm_cowshed	
954	06-nazwy-miejsc	osm_craft	
955	06-nazwy-miejsc	osm_crane	
956	06-nazwy-miejsc	osm_crematorium	
957	06-nazwy-miejsc	osm_cricket	
958	06-nazwy-miejsc	osm_cricket_nets	
959	06-nazwy-miejsc	osm_croquet	
960	06-nazwy-miejsc	osm_cross	
961	06-nazwy-miejsc	osm_crossing	
962	06-nazwy-miejsc	osm_crypt	
963	06-nazwy-miejsc	osm_curling	
964	06-nazwy-miejsc	osm_curtain	
965	06-nazwy-miejsc	osm_customer_service	
966	06-nazwy-miejsc	osm_cycle_barrier	
967	06-nazwy-miejsc	osm_cycling	
968	06-nazwy-miejsc	osm_dairy	
969	06-nazwy-miejsc	osm_dam	
970	06-nazwy-miejsc	osm_dance	
971	06-nazwy-miejsc	osm_danger_area	
972	06-nazwy-miejsc	osm_dangerous_area	
973	06-nazwy-miejsc	osm_darts	
974	06-nazwy-miejsc	osm_debris	
975	06-nazwy-miejsc	osm_defibrillator	
976	06-nazwy-miejsc	osm_defined	
977	06-nazwy-miejsc	osm_deli	
978	06-nazwy-miejsc	osm_dentist	
979	06-nazwy-miejsc	osm_department_store	
980	06-nazwy-miejsc	osm_detached	
981	06-nazwy-miejsc	osm_distillery	
982	06-nazwy-miejsc	osm_dive_centre	
983	06-nazwy-miejsc	osm_diving	
984	06-nazwy-miejsc	osm_doityourself	
985	06-nazwy-miejsc	osm_dock	
986	06-nazwy-miejsc	osm_doctors	
987	06-nazwy-miejsc	osm_dog_park	
988	06-nazwy-miejsc	osm_dog_racing	
989	06-nazwy-miejsc	osm_dojo	
990	06-nazwy-miejsc	osm_dormitory	
991	06-nazwy-miejsc	osm_dressmaker	
992	06-nazwy-miejsc	osm_drinking_water	
993	06-nazwy-miejsc	osm_driving_school	
994	06-nazwy-miejsc	osm_drugstore	
995	06-nazwy-miejsc	osm_dry_cleaning	
996	06-nazwy-miejsc	osm_dyke	
997	06-nazwy-miejsc	osm_e_cigarette	
998	06-nazwy-miejsc	osm_educational_institution	
999	06-nazwy-miejsc	osm_electrical	
1000	06-nazwy-miejsc	osm_electrician	
1001	06-nazwy-miejsc	osm_electronics	
1002	06-nazwy-miejsc	osm_consumer_electronics_store	
1003	06-nazwy-miejsc	osm_elevator	
1004	06-nazwy-miejsc	osm_embassy	
1005	06-nazwy-miejsc	osm_ses_station	
1006	06-nazwy-miejsc	osm_employment_agency	
1007	06-nazwy-miejsc	osm_energy	
1008	06-nazwy-miejsc	osm_entrance	
1009	06-nazwy-miejsc	osm_erotic	
1010	06-nazwy-miejsc	osm_escalator	
1011	06-nazwy-miejsc	osm_estate_agent	
1012	06-nazwy-miejsc	osm_ev_charging	
1013	06-nazwy-miejsc	osm_events_venue	
1014	06-nazwy-miejsc	osm_fabric	
1015	06-nazwy-miejsc	osm_farm	
1016	06-nazwy-miejsc	osm_farm_auxiliary	
1017	06-nazwy-miejsc	osm_fashion	
1018	06-nazwy-miejsc	osm_fast_food	
1019	06-nazwy-miejsc	osm_fencing	
1020	06-nazwy-miejsc	osm_ferry	
1021	06-nazwy-miejsc	osm_tag_ferry_terminal	
1022	06-nazwy-miejsc	osm_ferry_terminal	
1023	06-nazwy-miejsc	osm_field_hockey	
1024	06-nazwy-miejsc	osm_fire_extinguisher	
1025	06-nazwy-miejsc	osm_fire_flapper	
1026	06-nazwy-miejsc	osm_fire_hose	
1027	06-nazwy-miejsc	osm_firepit	
1028	06-nazwy-miejsc	osm_fire_station	
1029	06-nazwy-miejsc	osm_fireplace	
1030	06-nazwy-miejsc	osm_pyrotechnics	
1031	06-nazwy-miejsc	osm_range	
1032	06-nazwy-miejsc	osm_fishing	
1033	06-nazwy-miejsc	osm_fitness_centre	
1034	06-nazwy-miejsc	osm_flagpole	
1035	06-nazwy-miejsc	osm_floorer	
1036	06-nazwy-miejsc	osm_florist	
1037	06-nazwy-miejsc	osm_food_court	
1038	06-nazwy-miejsc	osm_food	
1039	06-nazwy-miejsc	osm_football	
1040	06-nazwy-miejsc	osm_forestry	
1041	06-nazwy-miejsc	osm_fort	
1042	06-nazwy-miejsc	osm_fountain	
1043	06-nazwy-miejsc	osm_frame	
1044	06-nazwy-miejsc	osm_free_flying	
1045	06-nazwy-miejsc	osm_fuel	
1046	06-nazwy-miejsc	osm_full_height_turnstile	
1047	06-nazwy-miejsc	osm_funeral_directors	
1048	06-nazwy-miejsc	osm_furniture	
1049	06-nazwy-miejsc	osm_gaelic_games	
1050	06-nazwy-miejsc	osm_gallery	
1051	06-nazwy-miejsc	osm_gallows	
1052	06-nazwy-miejsc	osm_adult_gaming_centre	
1053	06-nazwy-miejsc	osm_gambling	
1054	06-nazwy-miejsc	osm_game_feeding	
1055	06-nazwy-miejsc	osm_games	
1056	06-nazwy-miejsc	osm_garage	
1057	06-nazwy-miejsc	osm_garages	
1058	06-nazwy-miejsc	osm_garden	
1059	06-nazwy-miejsc	osm_garden_centre	
1060	06-nazwy-miejsc	osm_garden_furniture	
1061	06-nazwy-miejsc	osm_gardener	
1062	06-nazwy-miejsc	osm_gasometer	
1063	06-nazwy-miejsc	osm_gas_station	
1064	06-nazwy-miejsc	osm_gas	
1065	06-nazwy-miejsc	osm_gate	
1066	06-nazwy-miejsc	osm_general	
1067	06-nazwy-miejsc	osm_generator	
1068	06-nazwy-miejsc	osm_generic_hazard	
1069	06-nazwy-miejsc	osm_generic_info	
1070	06-nazwy-miejsc	osm_generic_object	
1071	06-nazwy-miejsc	osm_geyser	
1072	06-nazwy-miejsc	osm_gift	
1073	06-nazwy-miejsc	osm_glacier	
1074	06-nazwy-miejsc	osm_glaziery	
1075	06-nazwy-miejsc	osm_golf	
1076	06-nazwy-miejsc	osm_golf_course	
1077	06-nazwy-miejsc	osm_government	
1078	06-nazwy-miejsc	osm_grave_yard	
1079	06-nazwy-miejsc	osm_greengrocer	
1080	06-nazwy-miejsc	osm_greenhouse	
1081	06-nazwy-miejsc	osm_guest_house	
1082	06-nazwy-miejsc	osm_guide	
1083	06-nazwy-miejsc	osm_gym	
1084	06-nazwy-miejsc	osm_gymnastics	
1085	06-nazwy-miejsc	osm_hackerspace	
1086	06-nazwy-miejsc	osm_hair_dresser	
1087	06-nazwy-miejsc	osm_hairdresser	
1088	06-nazwy-miejsc	osm_hamlet	
1089	06-nazwy-miejsc	osm_hampshire_gate	
1090	06-nazwy-miejsc	osm_handball	
1091	06-nazwy-miejsc	osm_handicraft	
1092	06-nazwy-miejsc	osm_hangar	
1093	06-nazwy-miejsc	osm_hapkido	
1094	06-nazwy-miejsc	osm_hardware	
1095	06-nazwy-miejsc	osm_health_food	
1096	06-nazwy-miejsc	osm_hearing_aids	
1097	06-nazwy-miejsc	osm_hvac	
1098	06-nazwy-miejsc	osm_helipad	
1099	06-nazwy-miejsc	osm_heliport	
1100	06-nazwy-miejsc	osm_help_point	
1101	06-nazwy-miejsc	osm_herbalist	
1102	06-nazwy-miejsc	osm_highway	
1103	06-nazwy-miejsc	osm_highway_ramp	
1104	06-nazwy-miejsc	osm_historic_monument	
1105	06-nazwy-miejsc	osm_hockey	
1106	06-nazwy-miejsc	osm_horse_racing	
1107	06-nazwy-miejsc	osm_equestrian	
1108	06-nazwy-miejsc	osm_horse_stile	
1109	06-nazwy-miejsc	osm_horseshoes	
1110	06-nazwy-miejsc	osm_hospital	
1111	06-nazwy-miejsc	osm_hostel	
1112	06-nazwy-miejsc	osm_hot_spring	
1113	06-nazwy-miejsc	osm_hot_water_tank	
1114	06-nazwy-miejsc	osm_hotel	
1115	06-nazwy-miejsc	osm_house	
1116	06-nazwy-miejsc	osm_houseboat	
1117	06-nazwy-miejsc	osm_houseware	
1118	06-nazwy-miejsc	osm_hunting	
1119	06-nazwy-miejsc	osm_hunting_stand	
1120	06-nazwy-miejsc	osm_hut	
1121	06-nazwy-miejsc	osm_ice_cream	
1122	06-nazwy-miejsc	osm_ice_hockey	
1123	06-nazwy-miejsc	osm_ice_rink	
1124	06-nazwy-miejsc	osm_ice_skating	
1125	06-nazwy-miejsc	osm_ice_stock	
1126	06-nazwy-miejsc	osm_industrial	
1127	06-nazwy-miejsc	osm_plant	
1128	06-nazwy-miejsc	osm_works	
1129	06-nazwy-miejsc	osm_information	
1130	06-nazwy-miejsc	osm_information_point	
1131	06-nazwy-miejsc	osm_insulation	
1132	06-nazwy-miejsc	osm_insurance	
1133	06-nazwy-miejsc	osm_interior_decoration	
1134	06-nazwy-miejsc	osm_internet_cafe	
1135	06-nazwy-miejsc	osm_intersection	
1136	06-nazwy-miejsc	osm_it	
1137	06-nazwy-miejsc	osm_jersey_barrier	
1138	06-nazwy-miejsc	osm_jeweller	
1139	06-nazwy-miejsc	osm_jewelry	
1140	06-nazwy-miejsc	osm_judo	
1141	06-nazwy-miejsc	osm_karting	
1142	06-nazwy-miejsc	osm_kent_carriage_gap	
1143	06-nazwy-miejsc	osm_key_cutter	
1144	06-nazwy-miejsc	osm_kiln	
1145	06-nazwy-miejsc	osm_kindergarten	
1146	06-nazwy-miejsc	osm_kiosk	
1147	06-nazwy-miejsc	osm_kissing_gate	
1148	06-nazwy-miejsc	osm_kitchen	
1149	06-nazwy-miejsc	osm_kitesurfing	
1150	06-nazwy-miejsc	osm_kneipp_water_cure	
1151	06-nazwy-miejsc	osm_korfball	
1152	06-nazwy-miejsc	osm_lamps	
1153	06-nazwy-miejsc	osm_generic_landmark	
1154	06-nazwy-miejsc	osm_language_school	
1155	06-nazwy-miejsc	osm_laundry	
1156	06-nazwy-miejsc	osm_lawyer	
1157	06-nazwy-miejsc	osm_leather	
1158	06-nazwy-miejsc	osm_library	
1159	06-nazwy-miejsc	osm_life_ring	
1160	06-nazwy-miejsc	osm_lifeguard_base	
1161	06-nazwy-miejsc	osm_lifeguard_platform	
1162	06-nazwy-miejsc	osm_lifeguard_place	
1163	06-nazwy-miejsc	osm_lifeguard_tower	
1164	06-nazwy-miejsc	osm_lift	
1165	06-nazwy-miejsc	osm_lift_gate	
1166	06-nazwy-miejsc	osm_lighthouse	
1167	06-nazwy-miejsc	osm_lock_gate	
1168	06-nazwy-miejsc	osm_locksmith	
1169	06-nazwy-miejsc	osm_locomotive	
1170	06-nazwy-miejsc	osm_log	
1171	06-nazwy-miejsc	osm_lottery	
1172	06-nazwy-miejsc	osm_main_entrance	
1173	06-nazwy-miejsc	osm_mall	
1174	06-nazwy-miejsc	osm_manor	
1175	06-nazwy-miejsc	osm_marina	
1176	06-nazwy-miejsc	osm_marketplace	
1177	06-nazwy-miejsc	osm_massage	
1178	06-nazwy-miejsc	osm_mast	
1179	06-nazwy-miejsc	osm_medical_supply	
1180	06-nazwy-miejsc	osm_memorial	
1181	06-nazwy-miejsc	osm_merging_lane	
1182	06-nazwy-miejsc	osm_metal_construction	
1183	06-nazwy-miejsc	osm_milestone	
1184	06-nazwy-miejsc	osm_mineshaft	
1185	06-nazwy-miejsc	osm_miniature_golf	
1186	06-nazwy-miejsc	osm_mobile_phone	
1187	06-nazwy-miejsc	osm_model_aerodrome	
1188	06-nazwy-miejsc	osm_model	
1189	06-nazwy-miejsc	osm_monastery	
1190	06-nazwy-miejsc	osm_money_lender	
1191	06-nazwy-miejsc	osm_monitoring_station	
1192	06-nazwy-miejsc	osm_monument	
1193	06-nazwy-miejsc	osm_mosque	
1194	06-nazwy-miejsc	osm_motel	
1195	06-nazwy-miejsc	osm_motocross	
1196	06-nazwy-miejsc	osm_motor	
1197	06-nazwy-miejsc	osm_motorcycle_barrier	
1198	06-nazwy-miejsc	osm_motorcycle_parking	
1199	06-nazwy-miejsc	osm_motorcycle	
1200	06-nazwy-miejsc	osm_motorway	
1201	06-nazwy-miejsc	osm_mud	
1202	06-nazwy-miejsc	osm_multi	
1203	06-nazwy-miejsc	osm_tourism_museum	
1204	06-nazwy-miejsc	osm_museum	
1205	06-nazwy-miejsc	osm_music_school	
1206	06-nazwy-miejsc	osm_music	
1207	06-nazwy-miejsc	osm_musical_instrument	
1208	06-nazwy-miejsc	osm_national_park	
1209	06-nazwy-miejsc	osm_nature_reserve	
1210	06-nazwy-miejsc	osm_naval_base	
1211	06-nazwy-miejsc	osm_navigationaid	
1212	06-nazwy-miejsc	osm_neighbourhood	
1213	06-nazwy-miejsc	osm_netball	
1214	06-nazwy-miejsc	osm_newsagent	
1215	06-nazwy-miejsc	osm_newspaper	
1216	06-nazwy-miejsc	osm_ngo	
1217	06-nazwy-miejsc	osm_nightclub	
1218	06-nazwy-miejsc	osm_notary	
1219	06-nazwy-miejsc	osm_nuclear_explosion_site	
1220	06-nazwy-miejsc	osm_nursing_home	
1221	06-nazwy-miejsc	osm_nutrition_supplements	
1222	06-nazwy-miejsc	osm_observatory	
1223	06-nazwy-miejsc	osm_obstacle_course	
1224	06-nazwy-miejsc	osm_office	
1225	06-nazwy-miejsc	osm_office_building	
1226	06-nazwy-miejsc	osm_offshore_platform	
1227	06-nazwy-miejsc	osm_open_space	
1228	06-nazwy-miejsc	osm_base	
1229	06-nazwy-miejsc	osm_optical_telegraph	
1230	06-nazwy-miejsc	osm_optician	
1231	06-nazwy-miejsc	osm_organic	
1232	06-nazwy-miejsc	osm_orienteering	
1233	06-nazwy-miejsc	osm_outdoor	
1234	06-nazwy-miejsc	osm_paddle_tennis	
1235	06-nazwy-miejsc	osm_paint	
1236	06-nazwy-miejsc	osm_painter	
1237	06-nazwy-miejsc	osm_parachuting	
1238	06-nazwy-miejsc	osm_paragliding	
1239	06-nazwy-miejsc	osm_park	
1240	06-nazwy-miejsc	osm_parking	
1241	06-nazwy-miejsc	osm_parking_entrance	
1242	06-nazwy-miejsc	osm_parking_lot	
1243	06-nazwy-miejsc	osm_parking_space	
1244	06-nazwy-miejsc	osm_parquet_layer	
1245	06-nazwy-miejsc	osm_pasta	
1246	06-nazwy-miejsc	osm_pastry	
1247	06-nazwy-miejsc	osm_path	
1248	06-nazwy-miejsc	osm_pavillion	
1249	06-nazwy-miejsc	osm_pawnbroker	
1250	06-nazwy-miejsc	osm_peak	
1251	06-nazwy-miejsc	osm_pedestrianised_area	
1252	06-nazwy-miejsc	osm_pedestrian_street	
1253	06-nazwy-miejsc	osm_pelota	
1254	06-nazwy-miejsc	osm_perfumery	
1255	06-nazwy-miejsc	osm_pet	
1256	06-nazwy-miejsc	osm_petroleum_well	
1257	06-nazwy-miejsc	osm_pharmacy	
1258	06-nazwy-miejsc	osm_photo_booth	
1259	06-nazwy-miejsc	osm_photo	
1260	06-nazwy-miejsc	osm_photographer	
1261	06-nazwy-miejsc	osm_photographic_laboratory	
1262	06-nazwy-miejsc	osm_picnic_area	
1263	06-nazwy-miejsc	osm_picnic_site	
1264	06-nazwy-miejsc	osm_picnic_table	
1265	06-nazwy-miejsc	osm_pier	
1266	06-nazwy-miejsc	osm_sty	
1267	06-nazwy-miejsc	osm_pillory	
1268	06-nazwy-miejsc	osm_pitch	
1269	06-nazwy-miejsc	osm_generic_place	
1270	06-nazwy-miejsc	osm_place_of_worship	
1271	06-nazwy-miejsc	osm_planetarium	
1272	06-nazwy-miejsc	osm_plasterer	
1273	06-nazwy-miejsc	osm_platform	
1274	06-nazwy-miejsc	osm_playground	
1275	06-nazwy-miejsc	osm_plumber	
1276	06-nazwy-miejsc	osm_police	
1277	06-nazwy-miejsc	osm_political_party	
1278	06-nazwy-miejsc	osm_port	
1279	06-nazwy-miejsc	osm_post_box	
1280	06-nazwy-miejsc	osm_post_office	
1281	06-nazwy-miejsc	osm_pottery	
1282	06-nazwy-miejsc	osm_prison	
1283	06-nazwy-miejsc	osm_private_investigator	
1284	06-nazwy-miejsc	osm_pub	
1285	06-nazwy-miejsc	osm_quango	
1286	06-nazwy-miejsc	osm_public_bookcase	
1287	06-nazwy-miejsc	osm_public_building	
1288	06-nazwy-miejsc	osm_public	
1289	06-nazwy-miejsc	osm_public_park	
1290	06-nazwy-miejsc	osm_pumping_station	
1291	06-nazwy-miejsc	osm_pylon	
1292	06-nazwy-miejsc	osm_raceway	
1293	06-nazwy-miejsc	osm_racquet	
1294	06-nazwy-miejsc	osm_radiotechnics	
1295	06-nazwy-miejsc	osm_railway	
1296	06-nazwy-miejsc	osm_ranger_station	
1297	06-nazwy-miejsc	osm_real_estate_agent	
1298	06-nazwy-miejsc	osm_realtor	
1299	06-nazwy-miejsc	osm_recreation_ground	
1300	06-nazwy-miejsc	osm_recycling	
1301	06-nazwy-miejsc	osm_recycling_bin	
1302	06-nazwy-miejsc	osm_register_office	
1303	06-nazwy-miejsc	osm_religion	
1304	06-nazwy-miejsc	osm_rc_car	
1305	06-nazwy-miejsc	osm_rescue_station	
1306	06-nazwy-miejsc	osm_research	
1307	06-nazwy-miejsc	osm_reservoir	
1308	06-nazwy-miejsc	osm_residential	
1309	06-nazwy-miejsc	osm_residential_street	
1310	06-nazwy-miejsc	osm_restaurant	
1311	06-nazwy-miejsc	osm_restroom	
1312	06-nazwy-miejsc	osm_retail	
1313	06-nazwy-miejsc	osm_ridge	
1314	06-nazwy-miejsc	osm_rigger	
1315	06-nazwy-miejsc	osm_river	
1316	06-nazwy-miejsc	osm_road	
1317	06-nazwy-miejsc	osm_road_works	
1318	06-nazwy-miejsc	osm_rock	
1319	06-nazwy-miejsc	osm_roller_skating	
1320	06-nazwy-miejsc	osm_roof	
1321	06-nazwy-miejsc	osm_roofer	
1322	06-nazwy-miejsc	osm_rope	
1323	06-nazwy-miejsc	osm_roundabout	
1324	06-nazwy-miejsc	osm_roundhouse	
1325	06-nazwy-miejsc	osm_rowing	
1326	06-nazwy-miejsc	osm_rugby_league	
1327	06-nazwy-miejsc	osm_rugby_union	
1328	06-nazwy-miejsc	osm_ruins	
1329	06-nazwy-miejsc	osm_rune_stone	
1330	06-nazwy-miejsc	osm_running	
1331	06-nazwy-miejsc	osm_saddler	
1332	06-nazwy-miejsc	osm_safety_training	
1333	06-nazwy-miejsc	osm_sailing	
1334	06-nazwy-miejsc	osm_sailmaker	
1335	06-nazwy-miejsc	osm_sally_port	
1336	06-nazwy-miejsc	osm_sauna	
1337	06-nazwy-miejsc	osm_sawmill	
1338	06-nazwy-miejsc	osm_scaffolder	
1339	06-nazwy-miejsc	osm_school	
1340	06-nazwy-miejsc	osm_school_building	
1341	06-nazwy-miejsc	osm_scuba_diving	
1342	06-nazwy-miejsc	osm_sculptor	
1343	06-nazwy-miejsc	osm_seafood	
1344	06-nazwy-miejsc	osm_second_hand	
1345	06-nazwy-miejsc	osm_services	
1346	06-nazwy-miejsc	osm_service_road	
1347	06-nazwy-miejsc	osm_digester	
1348	06-nazwy-miejsc	osm_shared_space	
1349	06-nazwy-miejsc	osm_shed	
1350	06-nazwy-miejsc	osm_shelter	
1351	06-nazwy-miejsc	osm_ship	
1352	06-nazwy-miejsc	osm_shoe_shop	
1353	06-nazwy-miejsc	osm_shoes	
1354	06-nazwy-miejsc	osm_shoemaker	
1355	06-nazwy-miejsc	osm_shooting	
1356	06-nazwy-miejsc	osm_shop	
1357	06-nazwy-miejsc	osm_generic_shop	
1358	06-nazwy-miejsc	osm_shopping_mall	
1359	06-nazwy-miejsc	osm_shower	
1360	06-nazwy-miejsc	osm_shrine	
1361	06-nazwy-miejsc	osm_signal	
1362	06-nazwy-miejsc	osm_silo	
1363	06-nazwy-miejsc	osm_sinkhole	
1364	06-nazwy-miejsc	osm_siren	
1365	06-nazwy-miejsc	osm_skateboard	
1366	06-nazwy-miejsc	osm_skating	
1367	06-nazwy-miejsc	osm_skiing	
1368	06-nazwy-miejsc	osm_sleeping_pods	
1369	06-nazwy-miejsc	osm_snow_net	
1370	06-nazwy-miejsc	osm_soccer	
1371	06-nazwy-miejsc	osm_social_centre	
1372	06-nazwy-miejsc	osm_social_facility	
1373	06-nazwy-miejsc	osm_speciality_store	
1374	06-nazwy-miejsc	osm_speed_camera	
1375	06-nazwy-miejsc	osm_spending_area	
1376	06-nazwy-miejsc	osm_spikes	
1377	06-nazwy-miejsc	osm_sport	
1378	06-nazwy-miejsc	osm_sports_centre	
1379	06-nazwy-miejsc	osm_sports_field	
1380	06-nazwy-miejsc	osm_sports	
1381	06-nazwy-miejsc	osm_spring	
1382	06-nazwy-miejsc	osm_stable	
1383	06-nazwy-miejsc	osm_stadium	
1384	06-nazwy-miejsc	osm_stairs	
1385	06-nazwy-miejsc	osm_stand_builder	
1386	06-nazwy-miejsc	osm_static_caravan	
1387	06-nazwy-miejsc	osm_station	
1388	06-nazwy-miejsc	osm_stationery	
1389	06-nazwy-miejsc	osm_steps	
1390	06-nazwy-miejsc	osm_stile	
1391	06-nazwy-miejsc	osm_stone	
1392	06-nazwy-miejsc	osm_stonemason	
1393	06-nazwy-miejsc	osm_storage_tank	
1394	06-nazwy-miejsc	osm_stripclub	
1395	06-nazwy-miejsc	osm_studio	
1396	06-nazwy-miejsc	osm_substation	
1397	06-nazwy-miejsc	osm_subway_entrance	
1398	06-nazwy-miejsc	osm_subway	
1399	06-nazwy-miejsc	osm_summer_camp	
1400	06-nazwy-miejsc	osm_sump_buster	
1401	06-nazwy-miejsc	osm_sun_protection	
1402	06-nazwy-miejsc	osm_supermarket	
1403	06-nazwy-miejsc	osm_surfing	
1404	06-nazwy-miejsc	osm_surveillance	
1405	06-nazwy-miejsc	osm_survey_point	
1406	06-nazwy-miejsc	osm_swimming_area	
1407	06-nazwy-miejsc	osm_swimming_pool	
1408	06-nazwy-miejsc	osm_swimming	
1409	06-nazwy-miejsc	osm_swing_gate	
1410	06-nazwy-miejsc	osm_swingerclub	
1411	06-nazwy-miejsc	osm_synagogue	
1412	06-nazwy-miejsc	osm_table_soccer	
1413	06-nazwy-miejsc	osm_table_tennis	
1414	06-nazwy-miejsc	osm_taekwondo	
1415	06-nazwy-miejsc	osm_tailor	
1416	06-nazwy-miejsc	osm_tattoo	
